sentence,sibling,target,year,mlm,cosine,valid
They were somewhat less dominant and self-assertive; they had fewer friends and were somewhat more susceptible to anger.,forlornness,mental_illness,1942.0,,1.0,0
The principal symptoms reported were blushing and palpitation after exercise.,mania,mental_illness,1942.0,,1.0,0
Previous observations in this laboratory revealed that the simple procedure of exposing animals to pure tones of threshold loudness led eventually to a temporary behavioural upset.,annoyance,mental_illness,1942.0,,1.0,0
"In the present studies the same procedure was found to precipitate a much more complex and enduring disturbance, which in one cat subject culminated in episodes of vomiting, in two others of uncontrolled micturition, in the conditioning cage.",enchantment,mental_illness,1942.0,,1.0,0
"The derangements could be attributed, in Pavlovian terminology, to disturbances between the fundamental nervous processes of excitation and inhibition.",elation,mental_illness,1942.0,,1.0,0
Neither the vomiting nor the excessive general bodily activity was influenced by bromide sedation.,agitation,mental_illness,1942.0,,1.0000001192092896,0
"On the other hand, prolonged rest from training, and also training with loud (easily perceived) tone stimuli had a marked beneficial effect.",anger,mental_illness,1942.0,,1.0000001192092896,0
"The history is presented of an emotionally rigid, sensitive, and dependent person with considerable repressed aggression, who experienced recurrent episodes of confusion, dyskinetic movement and uninhibited emotional behavior.",melancholy,mental_illness,1942.0,,1.0,0
"Initially diagnosed as hysterical fugue states, further observation and study determined that these phenomena were associated with hypoglycemia due to a benignislet cell adenoma of the pancreas.",love,mental_illness,1942.0,,1.0,0
"Following removal of the adenoma, these episodes were eliminated, although the essential nature of his personality structure remained unchanged.",anxiety,mental_illness,1942.0,,0.9999999403953552,0
Attention is drawn to the fact that diagnostic error occurs frequently in the study of the neurotic person; that the principal sources of error lie in methods directed toward exclusion of positive data related to physical disease or psychosis.,trauma,mental_illness,1942.0,,1.000000238418579,0
The need for the establishment of positive evidences of neurotic personality structure is emphasized.,fear,mental_illness,1942.0,,1.0,0
"The relationship between the basic physiologic dysfunction (decreased cerebral metabolism) and the resultant intellectual, motor and emotional behavior is discussed.",derision,mental_illness,1942.0,,1.0,0
It is suggested that inhibition and repression may be the physiologic and psychologic expressions of a basic phenomenon.,harassment,mental_illness,1942.0,,1.0000001192092896,0
"With loss or impairment of either, as in this patient, and possibly in all delirious patients, there is evidenced release of concrete intellectual activity, less integrated neurologic behavior and less repressed emotional expression.",anxiety,mental_illness,1942.0,,1.0000001192092896,0
A further consideration was the relationship of this patient's behavior in particular to the problem of delirium in general.,harassment,mental_illness,1942.0,,1.0,0
"As in all deliria, the primary psychologic disturbance lay in the level of awareness.",fugue,mental_illness,1942.0,,1.0000001192092896,0
"This disturbance of consciousness, together with the varied neurologic symptomatology, is of a more or less impersonal nature.",irritation,mental_illness,1942.0,,0.9999998807907104,0
"The emotional behavior dependent for its expression on the degree of disturbance of consciousness is more individualized and specific, not to the noxious stimulus, but to the personality structure of the delirious patient.",cognitive state,mental_illness,1942.0,,1.0000001192092896,0
The literature on the clinical syndrome of pseudocyesis is discussed to show the variety of physical and endocrine changes that may be present.,hallucinosis,mental_illness,1942.0,,1.0000001192092896,0
"This is compared with the similar picture of false-pregnancy in dogs, and the experimental work on lower animals is reviewed in an attempt to elucidate the endocrine mechanism involved.",depression,mental_illness,1942.0,,1.0,0
"False-pregnancy in rats and mice may be induced by infertile coitus, mechanical or electrical stimulation of the cervix, electrical stimulation of the head, and depressants applied to the nasal mucosa.",sorrow,mental_illness,1942.0,,1.000000238418579,0
A corpus luteum persists during the period of falsepregnancy.,trauma,mental_illness,1942.0,,1.000000238418579,0
"Ovulation and false-pregnancy follow coitus in the rabbit, the mechanism apparently being that sexual excitement, but not specific genital stimulation, acts on the pituitary through the autonomic nervous system with resulting endocrine effect on the ovary causing a persistent corpus luteum.",irritation,mental_illness,1942.0,,1.0,0
Clinical evidence is given for the presence of persistent corpus lutea in some cases of human pseudocyesis.,sorrow,mental_illness,1942.0,,1.0000001192092896,0
The possibility of a previous undiagnosed abortion as a precipitating factor is discussed.,hypnosis,mental_illness,1942.0,,1.0,0
"Psychogenic influences on the pituitary are illustrated by two cases of psychogenic lactation, where low estrogen activity was apparently a factor.",anxiety,mental_illness,1942.0,,1.0,0
"Five cases of pseudocyesis were gathered from the hospital records, portraying the difficulties in diagnosis and the problem of excluding previous abortion.",anhedonia,mental_illness,1942.0,,1.0,0
A study was made of a seventeen-year-old girl with pseudocyesis; the psychological picture was one of conversion hysteria with a strong oedipus attachment and a great desire to rival the mother by having a baby.,fear,mental_illness,1942.0,,1.0000001192092896,0
"Urinary hormone assays, vaginal and oral smears showed a suppression of ovarian activity, and there was one high gonadotropic assay.",mental illness,mental_illness,1942.0,,1.0000001192092896,0
The literature suggests that there might be a correlation between this patient's naivete concerning the changes expected in pregnancy and the lack of any overt endocrine disturbances except amenorrhea.,abulia,mental_illness,1942.0,,1.0,0
The photoscope as an objective device for evaluating sexual interest has been described.,hypnosis,mental_illness,1942.0,,1.0000001192092896,0
The technique consists in observing quantitatively the amount of time which a subject spends in looking at each picture in an assorted sexual and nonsexual series and qualitatively the general behavior which he manifests in the process.,nervousness,mental_illness,1942.0,,0.9999999403953552,0
"An experiment with 20 schizophrenic patients, 10 of them rated by ward personnel as high and 10 of them as low in spontaneous sexual behavior, has shown that the method yields results that are sufficiently consistent (or reliable) and valid to warrant its use, especially in connection with other similar measures, where, as, e.g., in sex hormone experimentation, an assessment of changes in sexual interest is desired.",fear,mental_illness,1942.0,,1.0000001192092896,0
Two hundred fourteen- and fifteen-year-old boys were studied in order to see what relation exists between the electrical activity of the cortex and deviations from the norm for personality.,hallucinosis,mental_illness,1942.0,,1.0000001192092896,0
"Personalities were classified as poor, average and good.",hypnosis,mental_illness,1942.0,,1.0000001192092896,0
"As in clinical cases, there was no one-to-one relationship between the electrical activity of the cortex and the individual's behavior and no rigid relationship could be demonstrated between personality and the electrical activity of the cortex.",hallucinosis,mental_illness,1942.0,,1.0000001192092896,0
"Nevertheless, if the electrical activity of the cortex falls within certain normal limits, the chances that the personality will be normal are increased; if it departs widely from the norm, the chances that the personality will be either poor or good are increased.",cognitive state,mental_illness,1942.0,,1.0000001192092896,0
"The deviations from the norm encountered in the electroencephalograms of boys with poor and with good personalities are in many cases identical, but in general cortical activity which is unusually slow is likely to be associated with poor personality and cortical activity which is unusually fast with good personality.",state of mind,mental_illness,1942.0,,1.0000001192092896,0
Two situations of antagonistic eye muscles were studied.,state of mind,mental_illness,1942.0,,1.0000001192092896,0
"One set involved the pupillary mechanism, the other the extrinsic eye muscles.",hallucinosis,mental_illness,1942.0,,1.0000001192092896,0
"For the former, the stimulation represented repeated shifts from dark to light calling for repeated dilatation and constriction.",mental illness,mental_illness,1942.0,,1.0000001192092896,0
"Up to a certain rate of repetition the pupil mechanism was able to follow the stimulus changes through the usual pattern of reciprocal innervation and movement, but beyond a certain point this shifted into over-lapped or simultaneous innervation and contraction, producing an uncomfortable and fatiguing result.",trauma,mental_illness,1942.0,,1.0000001192092896,0
"For the extrinsic muscles, a contrasted black and white field stimulus situation and a simple but difficult task were set up to study reciprocal action also.",depression,mental_illness,1942.0,,1.0000001192092896,0
The conflicts produced appeared to have many of the same characteristics as those demonstrated in the action of the pupillary muscles.,enchantment,mental_illness,1942.0,,1.0,0
The conflicts in both cases were taken to be basic examples in the cause of discomfort and fatigue.,elation,mental_illness,1942.0,,1.0,0
We are coming to realize that the domain of psychiatry is coextensive with the domain of medicine.,hallucinosis,mental_illness,1942.0,,1.0,0
Ultimately this must mean that a high degree of training in psychiatry will be as essential to the future physician as was a training in anatomy to our medical ancestors.,mania,mental_illness,1942.0,,0.9999999403953552,0
"In the meantime, however, while psychiatry struggles to perfect its methods, a type of partnership is necessary between psychiatry and all the rest of medicine which is unique.",mental health,mental_illness,1942.0,,1.0,0
"Psychiatry cannot play the rle of a specialty among other specialties, because it must aim constantly to coordinate its work closely with all of the others.",anhedonia,mental_illness,1942.0,,1.0000001192092896,0
"To achieve such a partnership an organization must be built up consisting of a series of psychiatric units, each of which is attached to one of the services in the hospital.",depersonalization,mental_illness,1942.0,,1.0000001192092896,0
The details of such an organization are described in this paper.,bipolar disorder,mental_illness,1942.0,,1.0,0
"A case of interaction between two groups of active and one group of passive individuals, in which the efforts of the influencing active groups decrease with increasing total success in the past, is studied.",state of mind,mental_illness,1943.0,,0.9999999403953552,0
"In that case the numbers of passive individuals, exhibiting respectively the two opposite behaviors, fluctuate periodically, with a positive damping.",fugue,mental_illness,1943.0,,1.000000238418579,0
"A general formula for the reliability of a weighted composite has been derived by which that reliability can be estimated from a knowledge of the weights whatever their source, reliabilities, dispersions, and intercorrelations of the components.",enchantment,mental_illness,1943.0,,1.0,0
The Spearman-Brown formula has been shown to be a special case of the general statement.,heaviness,mental_illness,1943.0,,0.9999998807907104,0
The effect of the internal consistency or intercorrelation of the components has been investigated and the conditions defining the set of weights yielding maximum reliability shown to be that the weight of a component is proportional to the sum of its intercorrelations with the remaining components and inversely proportional to its error variance.,delusion,mental_illness,1943.0,,1.0,0
A matching method proposed by Dr. C. E. Stuart is presented in some detail and the essentials for a test of significance are derived.,cognitive state,mental_illness,1943.0,,1.0000001192092896,0
This method differs from the older matching methods in that partial credit is allowed for a near miss.,agitation,mental_illness,1943.0,,1.0000001192092896,0
A slight variation of the method permits the matching of one item withM sets ofn traits.,anger,mental_illness,1943.0,,1.0,0
"An outline for a course in test theory is presented, together with a list of assignments, problems, and a bibliography.",exploitation,mental_illness,1943.0,,1.0,0
The course has been given in the Psychology Department of the University of Chicago.,joy,mental_illness,1943.0,,1.0,0
"The material is presented in outline form at the present time because of the increased need for training in test theory due to the increase in the use of psychological tests for classification of military personnel, and because much of the material in such a course must be selected from a wide array of articles in the literature.",fugue,mental_illness,1943.0,,1.0000001192092896,0
This material is presented in order that an organized body of material for instructional purposes may be readily available to those interested.,depersonalization,mental_illness,1943.0,,0.9999999403953552,0
"By application of the technique presented earlier, the factors found by the Guilfords in two studies of personality factors are reanalyzed.",abulia,mental_illness,1943.0,,1.0000001192092896,0
"The rotation technique for the isolation of meaningful factors relates the factors of the two studies to each other through three common items, and to other factors and traits appearing in the literature of personality measurement.",agitation,mental_illness,1943.0,,1.0,0
For each of four of the factors resulting from the analysis of the first battery there is close agreement with its counterpart from the analysis of the second battery with respect to loadings of the three common items.,sorrow,mental_illness,1943.0,,1.0,0
"These factors are interpreted as perseverance, surgency, flexibility, and tension.",state of mind,mental_illness,1943.0,,1.0000001192092896,0
Other factors appearing in only one or the other of the batteries are tentatively identified.,cognitive state,mental_illness,1943.0,,1.0,0
"Given a battery ofn tests that has already been resolved intor orthogonal common factors andn unique factors, procedures are outlined for computing the following types of linear multiple regressions directly from the factor loadings: the regression of any one test on then1 remaining tests; all then different regressions of ordern1 for then tests, computed simultaneously; the regression of any common factor on then tests; the regressions of all the common factors on then tests computed simultaneously; the regression of any unique factor on then tests; the regressions of all the unique factors on then tests, computed simultaneously.",agitation,mental_illness,1943.0,,1.0,0
Multiple and partial correlations are then determined by ordinary formulas from the regression coefficients.,abulia,mental_illness,1943.0,,1.0,0
"A worksheet with explicit instructions is provided, with a completely worked out example.",agitation,mental_illness,1943.0,,1.0000001192092896,0
"Computing these regressions directly from the factor loadings is a labor-saving device, the efficiency of which increases as the number of tests increases.",fugue,mental_illness,1943.0,,1.0000001192092896,0
The amount of labor depends essentially on the number of common factors.,delusion,mental_illness,1943.0,,1.0000001192092896,0
"This is in contrast to computations based on the original test intercorrelations, where the amount of labor increases more than proportionately as the number of tests increases.",anxiety,mental_illness,1943.0,,1.000000238418579,0
The procedures evaluate formulas developed in a previous paper .,nervousness,mental_illness,1943.0,,1.0000001192092896,0
They are based essentially on a shortened way of computing the inverse of the test intercorrelation matrix by use of the factor loadings.,depersonalization,mental_illness,1943.0,,1.0000001192092896,0
Intercorrelation coefficients among Thurstone's seven primary mental abilities scores were obtained from scores of 170 freshmen engineering students on the experimental edition of thePrimary Mental Abilities Tests.,fugue,mental_illness,1943.0,,1.0,0
"These correlation coefficients were factored to four factors, interpreted as a general factor, a reasoning factor, a verbal factor, and, tentatively, a specific memory factor.",hypnosis,mental_illness,1943.0,,1.0,0
The finding of a general factor for a college population corroborates the Thurstones' finding of a general factor for eighth-grade children.,agitation,mental_illness,1943.0,,1.0,0
It is shown that approaches other than the internal consistency method of estimating test reliability are either less satisfactory or lead to the same general results.,love,mental_illness,1943.0,,1.0,0
"The commonly attendant assumption of a single factor throughout the test items is challenged, however.",irritation,mental_illness,1943.0,,1.0000001192092896,0
The consideration of a test made up ofK sub-tests each composed of a different orthogonal factor disclosed that the assumption of a single factor produced an erroneous estimate of reliability with a ratio of (nK)/(n1) to the correct estimate.,state of mind,mental_illness,1943.0,,1.0000001192092896,0
Special difficulties arising from this error in application of current techniques to short tests or to test batteries are discussed.,anxiety,mental_illness,1943.0,,1.000000238418579,0
Application of this same multi-factor concept to item-analysis discloses similar difficulties in that field.,dolefulness,mental_illness,1943.0,,1.0,0
The item-test coefficient approaches 1/K as an upper limit rather than 1.00 and approaches 1/n as a lower limit rather than .00.,anhedonia,mental_illness,1943.0,,1.0000001192092896,0
This latter finding accounts for an over-estimation error in the Kuder-Richardson formula .,hallucinosis,mental_illness,1943.0,,1.0,0
A new method of isolating sub-tests based upon the item-test coefficient is proposed and tentatively outlined.,fugue,mental_illness,1943.0,,1.0000001192092896,0
"Either this new method or a complete factor analysis is regarded as the only proper approach to the problem of test reliability, and the item-sub-est coefficient is similarly recommended as the proper approach for item analysis.",disparagement,mental_illness,1943.0,,1.0,0
Six motor tests and six nonverbal tests were administered four times to the same subjects.,fear,mental_illness,1943.0,,0.9999999403953552,0
"Subjective reports of the subjects are discussed, changes in mean scores and in variability and score correlations from trial to trial are surveyed, and factor analyses of results on the first and fourth trials are presented and compared.",abulia,mental_illness,1943.0,,1.0,0
Implications of the findings with respect to correction for attenuation are pointed out.,mental health,mental_illness,1943.0,,1.0,0
"Tests designed to measure what was conceived to be attention were found by factor analysis to involve a factor which is independent of the factors of rote memory, visual-space, number, or perception.",dissociation,mental_illness,1943.0,,0.9999998807907104,0
"To a large extent, at least, this attention factor is independent of content and of mode of presentation of test material.",agitation,mental_illness,1943.0,,1.0000001192092896,0
The tests in which the variance is mainly dependent upon this factor are those involving a high degree of sustained or relatively continuous mental effort.,hallucinosis,mental_illness,1943.0,,1.0,0
The coefficients of rank difference correlation that are barely significant at six different levels of significance are given forN's of 2 to 30.,irritation,mental_illness,1943.0,,1.0000001192092896,0
Most of the values were obtained by translation of Olds' tables of probabilities for various values of d2.,morale,mental_illness,1943.0,,1.0000001192092896,0
Comparison of these data with those obtained by four other methods indicates that one method yields values more appropriate than those obtained from Olds' data for coefficients significant at the .01 level forN's from 11 to 25.,fugue,mental_illness,1943.0,,1.0,0
This method also provides a convenient means of obtaining approximate values of coefficients significant at the .01 level forN's above 30.,dissociation,mental_illness,1943.0,,1.0000001192092896,0
Need for caution in evaluating the significance of coefficients obtained from data involving tie rankings is indicated.,anxiety,mental_illness,1943.0,,1.0000001192092896,0
The article concludes with recommendations as to choice of methods of determining the significance of rank difference coefficients.,depression,mental_illness,1943.0,,1.0000001192092896,0
"The concept of simple structure is criticized for lack of objectivity and for failure to produce invariance of (a) factor loadings under change of battery, and (b) individual scores on primary traits under change of tests.",nervousness,mental_illness,1943.0,,1.0000001192092896,0
"It is also criticized on the grounds that simple structure yields at best the factors which were put in and that, by suitable manipulation of tests, any set of factors may be represented in a battery by tests which will yield a simple structure.",mental health,mental_illness,1943.0,,1.0000001192092896,0
"A procedure for rotation is developed which locates the first rotated axis to pass through a cluster of tests which, by hypothesis, contain a common factor and to project all tests into a hyperplane orthogonal to this factor.",exploitation,mental_illness,1943.0,,0.9999999403953552,0
"The second factor is then located to pass through the projections of a second cluster of tests defining the second factor, and so on, until all hypothecated factors have been located.",morale,mental_illness,1943.0,,1.0,0
Any residual interrelations may then be rotated graphically to the most plausible arrangement.,blasphemy,mental_illness,1943.0,,1.0000001192092896,0
"The mathematical derivation of a test for determining the fiducial limits of, and significance of difference between, means when the samples are drawn from exponential populations is presented.",nervousness,mental_illness,1943.0,,1.000000238418579,0
"The test for differences between means takes the particularly simple form of theF test (the ratio of the larger to the smaller mean) with each mean possessed of 2n degrees of freedom,n being the number of cases in the sample.",hypnosis,mental_illness,1943.0,,1.0000001192092896,0
"Random sampling, a range of scores upwards from a lower limit of zero, and independence of means from each other are necessary assumptions for the use of the test.",abulia,mental_illness,1943.0,,1.0,0
"Examples of situations in which the test should be used are given, together with a description of the necessary computational procedures.",abulia,mental_illness,1943.0,,1.0,0
Comparisons of the results of the application of this test with the erroneous application of the critical ratio on actual data show that rather large discrepancies exist between the two tests.,depression,mental_illness,1943.0,,1.000000238418579,0
Results obtained by applying tests which assume normality to exponential distributions are subject to much error.,agitation,mental_illness,1943.0,,1.0,0
The second of two parts of this article extends a mathematical theory of non-symbolic learning and conditioning to cases where reward and punishment are involved.,sorrow,mental_illness,1943.0,,1.0000001192092896,0
"The preceding results are generalized to the case where stimuli and responses are related psychophysically, thus constituting a theory of transfer, generalization, and discrimination.",anhedonia,mental_illness,1943.0,,1.0000001192092896,0
This article deals with a factorial analysis of Thurstone'sPrimary Mental Abilities Tests.,depersonalization,mental_illness,1943.0,,1.0,0
The analysis was made in order to determine whether the tests designated to measure a particular ability would be found upon completion of the analysis to be clustered together with significant loadings and be isolated from the tests of the other abilities.,anger,mental_illness,1943.0,,0.9999998807907104,0
The results show that most of the tests specifically designed to measure six of the abilities were isolated with loadings varying in size.,sorrow,mental_illness,1943.0,,1.0000001192092896,0
The tests for the remaining ability were not isolated.,mental health,mental_illness,1943.0,,1.0000001192092896,0
"It is also shown that the tests are complex in nature, measuring more than any one single ability.",disparagement,mental_illness,1943.0,,1.000000238418579,0
"This article presents a Coefficient of Imbalance applicable to any type of communication that may be classified into favorable content, unfavorable content, neutral content, and non-relevant content.",anger,mental_illness,1943.0,,1.0,0
"The combined influence of the average presentation of relevant content and the average presentation of total content is reduced to two components, the coefficients of favorable imbalance and of unfavorable imbalance.",fugue,mental_illness,1943.0,,1.000000238418579,0
A precise definition of imbalance is developed and measured against ten criteria.,enchantment,mental_illness,1943.0,,1.0000001192092896,0
"This paper presents a test for determining significance of differences between means of samples which are drawn from positively skewed populations, more specifically, those having a Pearson Type III distribution function.",elation,mental_illness,1943.0,,0.9999998807907104,0
"The quantity 2npx g /x p (wherep equals the mean squared divided by the variance andn is the number of cases in the sample), which distributes itself as Chi Square for 2np degrees of freedom, may be referred to the tables of Chi Square for testing hypotheses about the value of the true mean.",hate,mental_illness,1943.0,,1.0000001192092896,0
"For two independent samples, the larger mean divided by the smaller mean, which distributes itself asF for 2n1p1 and 2n2p2 degrees of freedom, may be referred to theF distribution tables for testing significance of difference between means.",agitation,mental_illness,1943.0,,1.0000001192092896,0
The test assumes that the range of possible scores is from zero to infinity.,anhedonia,mental_illness,1943.0,,1.0,0
"When a lower theoretical score limit (c) exists which is not zero, the quantity (Mean c) should be used instead of the mean in all calculations.",depression,mental_illness,1943.0,,1.0000001192092896,0
A brief review of the literature includes an outline of the known causes of hypergenitalism and notes on theoretical considerations.,anxiety,mental_illness,1943.0,,1.0,0
"Seventeen cases of non-neoplastic hypergenitalism are analyzed with respect to physical, psychological and social findings.",mania,mental_illness,1943.0,,1.0000001192092896,0
A composite description of this endocrine type is presented.,bipolar disorder,mental_illness,1943.0,,1.0,0
No treatment is suggested but understanding of the problem is essential for all who manage juveniles and adolescents.,heaviness,mental_illness,1943.0,,1.0000001192092896,0
A review of the literature on group psychotherapy is presented.,hallucinosis,mental_illness,1943.0,,1.0000001192092896,0
There is ample evidence in the recent literature of the effectiveness of group psychotherapy in all psychiatric conditions.,delusion,mental_illness,1943.0,,1.0,0
"Group psychotherapy may be separated into two typesthe repressive-inspirational, and the analyticwith various degrees of combination of the two.",sorrow,mental_illness,1943.0,,1.0,0
"Both types are effective, but at the present time a critical evaluation of the results is impossible.",elation,mental_illness,1943.0,,1.0,0
"At the present time, due to the war, it is particularly desirable that further work along this line should be done.",abulia,mental_illness,1943.0,,1.0000001192092896,0
The psychoneuroses and psychosomatic conditions offer the most fruitful field for group therapy.,forlornness,mental_illness,1943.0,,0.9999998807907104,0
A seven-test battery for use in obtaining quantitative estimates of the functional status of the autonomic nervous system is described in detail.,fugue,mental_illness,1943.0,,0.9999999403953552,0
"The seven tests are Persistance of Red Dermographia, Salivary Output, Palmar and Volar Skin Conductance, Heart and Respiration Period, and Pulse Pressure.",elation,mental_illness,1943.0,,1.0,0
"Normative data are presented for each of these tests, based upon three winter measurements of the child subjects of the Fels Research Institute who were between six and twelve years of age.",anxiety,mental_illness,1943.0,,1.0000001192092896,0
"Tables are presented for the conversion of raw data from these tests into standard score form, and the method of utilizing these standard scores in obtaining estimates of Autonomic Balance is illustrated.",fugue,mental_illness,1943.0,,1.0,0
A third factor analysis of physiological measurements of 81 children has demonstrated a factor involving functions innervated by the autonomic nervous system similar to factors found in two previously reported analyses.,harassment,mental_illness,1943.0,,1.000000238418579,0
A regression equation derived from the factor pattern and utilized for obtaining factor estimates termed scores of autonomic balance also was found to give similar results to those obtained by the two previously described equations.,downheartedness,mental_illness,1943.0,,1.0000001192092896,0
It has been shown that all three equations result in scores which are fairly stable from year to year in the same children.,agitation,mental_illness,1943.0,,1.0,0
"Since factor patterns cannot be regarded as accurate for the number of subjects available in these studies, it was argued that some average of the three analyses would afford the most valid results.",cognitive state,mental_illness,1943.0,,1.0,0
A new regression equation was derived by using the rounded means of the weights from the three original equations.,depression,mental_illness,1943.0,,1.0000001192092896,0
"This new equation termed the Normative Regression Equation for the Estimation of Autonomic Balance was shown to be sufficiently similar to each of the original equations to justify its substitution for any one of them, and was found to be of equal or greater reliability than the average reliability of the original equations.",derision,mental_illness,1943.0,,1.0,0
Its use is recommended in future work.,enchantment,mental_illness,1943.0,,0.9999999403953552,0
An attempt is made to clarify the concept of psychogenesis.,dissociation,mental_illness,1943.0,,1.0000001192092896,0
"The fundamental psychological and physiological differences between conversion symptoms, vegetative neuroses and psychogenic organic disease are elaborated.",mental illness,mental_illness,1943.0,,1.0000001192092896,0
The problem of specificity of emotional factors in different vegetative neuroses is discussed.,enchantment,mental_illness,1943.0,,1.0,0
Evidence for the specificity of emotional factors is offered.,fear,mental_illness,1943.0,,1.0,0
"Bronchial asthma is a relatively rare disease among psychotic individuals in that only 10 cases were found in a group of 11,647 patients afflicted with a functional psychosis.",dissociation,mental_illness,1943.0,,1.0000001192092896,0
"This yields an 0.08 per cent incidence, contrasting markedly to 1.5 to 2 per cent found in the general population.",morale,mental_illness,1943.0,,0.9999999403953552,0
"In comparison to an inheritance allergic factor present to at least a 40 per cent incidence among sufferers of bronchial asthma in the general population, psychotics with this somatic disease present 100 per cent incidence.",mental illness,mental_illness,1943.0,,1.0000001192092896,0
There was at least one member in the immediate family who had bronchial asthma.,nervousness,mental_illness,1943.0,,1.0000001192092896,0
"The cases were found in three groups of the functional psychoses, viz.,",delusion,mental_illness,1943.0,,1.0000001192092896,0
"dementia praecox, showing an incidence of 0.06 per cent; manic-depressive with an incidence of 0.5 per cent which was highest; and the paranoia and paranoid condition group showing an incidence of 0.15 per cent.",agitation,mental_illness,1943.0,,1.0000001192092896,0
"In this survey it was found that patients with bronchial asthma who classified in the dementia praecox group had not regressed to the level where hallucinations, untidiness in toilet habits, or convulsions appeared.",irritation,mental_illness,1943.0,,1.0000001192092896,0
All were oriented and easily contacted.,irritation,mental_illness,1943.0,,0.9999998807907104,0
"In a survey of four large general mental State Institutions in Illinois, and one institution of 4570 population, restricted to mental defectives and to epileptics, there was not one case of bronchial asthma to be found in a mental defective or in an epileptic.",delusion,mental_illness,1943.0,,1.0,0
"Cases are described in which states ranging from a relatively simple expression of emotion to a complex psychotic picture are closely associated with, and presumably activated by, the epileptic process.",mental illness,mental_illness,1943.0,,1.0000001192092896,0
"Four different states are described: weeping; fear, probably associated with unconscious thought; pure depression alternating with elation; a picture of hebephrenic schizophrenia.",derision,mental_illness,1943.0,,1.000000238418579,0
The observations are interpreted in terms of discrete individuality of the neurone organizations which apparently underlie these various states.,nervousness,mental_illness,1943.0,,1.0,0
The observations furnish no evidence concerning the location of the neurone organizations.,mental health,mental_illness,1943.0,,0.9999998807907104,0
"Cases are described, one in detail, in which amnesia for a specific thought or class of thoughts, was induced by hypnosis.",mental illness,mental_illness,1943.0,,1.0,0
"In all of the cases, amnesia was also developed for certain collateral thoughts.",joy,mental_illness,1943.0,,0.9999999403953552,0
This had not been suggested by the hypnotist.,anxiety,mental_illness,1943.0,,1.0,0
A neural interpretation of these observations is given.,enchantment,mental_illness,1943.0,,1.0000001192092896,0
The nature and functions of what is thought of as the neurointellectual system are further described in the light of these observations.,delusion,mental_illness,1943.0,,1.0000001192092896,0
"Each of 20 patients (ten men and ten women), residing on disturbed wards and selected because of their overactivity, was given doses of paraldehyde varying from 3 to 4 drams.",fear,mental_illness,1943.0,,1.0000001192092896,0
"By means of a rating scale designed for use by ward employees, the patients were rated for overactivity, talkativeness, aggressiveness, resistiveness, and tidiness.",agitation,mental_illness,1943.0,,1.0,0
Both the mean level of activity and the number of instances of extreme overactivity were reduced following the administration of the largest doses only (34 drams).,sorrow,mental_illness,1943.0,,1.0000001192092896,0
Extreme aggressiveness was practically eliminated by the 4-dram dose.,fear,mental_illness,1943.0,,1.0000001192092896,0
"Only slight reductions were observed in talkativeness, and resistiveness.",sorrow,mental_illness,1943.0,,1.0,0
No changes were observed in untidiness.,trauma,mental_illness,1943.0,,1.0,0
"The effect of morning administration of paraldehyde did not persist into the afternoon, and there was no evidence of the establishment of cumulative effect or of tolerance in the course of the 5-week experiment.",cognitive state,mental_illness,1943.0,,1.0,0
Sex differences were observed but their significance could not be determined.,melancholy,mental_illness,1943.0,,0.9999999403953552,0
"Paraldehyde is effective as a sedative and hypnotic, the effective sedative doses lying within the same range as the hypnotic doses (34 drams).",morale,mental_illness,1943.0,,0.9999999403953552,0
"Since the mechanism of sedation is not clear, the problem still remains whether there has occurred a decrease in drive as such, or a decrease in the ability of the motor mechanisms to execute the demands of such drive.",agitation,mental_illness,1943.0,,1.0,0
This study indicates the applicability of the Norwich Rating Scale under the conditions of this investigation in measuring the effect of sedative drugs (in this case paraldehyde) on chronic psychotic overactivity.,nervousness,mental_illness,1943.0,,1.0000001192092896,0
"Electromyogram tracings of the flexor and extensor muscles were made on a series of 37 patients with psychiatric and neurological diseases and on 10 normal control subjects while closing and opening the fist at the rate of one fist, every one, two and three seconds.",elation,mental_illness,1943.0,,1.0000001192092896,0
The greatest relaxation values were obtained by measurement of the tracing when the time interval between the discrete movements was three seconds.,mental illness,mental_illness,1943.0,,0.9999998807907104,0
One-half of the subjects reported that they felt relaxed in their arms and fingers in response to a questionnaire.,elation,mental_illness,1943.0,,1.0,0
All of the control subjects were in this group.,anhedonia,mental_illness,1943.0,,0.9999998807907104,0
A correlation (biserial) of .69 was found between the average relaxation values of flexors and extensors of the forearm and answers to the questions dealing with muscular relaxation in the arms and fingers.,mania,mental_illness,1943.0,,1.0,0
"Biserial correlations of .58 and .54 and .64 were found between the relaxation values of the extensors, the flexors, the lowest relaxation values for either flexors or extensors and the answers to the same questions.",morale,mental_illness,1943.0,,1.0000001192092896,0
Distribution curves of the results showed that the selectivity of the test was greater for subjects reporting muscular relaxation than for those reporting muscular tension.,hypnosis,mental_illness,1943.0,,0.9999999403953552,0
Experiments were performed on eight normal subjects to determine the influence of hypnotic stimulation on gastric hunger contractions.,hallucinosis,mental_illness,1943.0,,1.0000001192092896,0
It was observed that if a fictitious meal is given by hypnotic suggestion results are obtained similar to those seen in a hungry person in the waking state who partakes of real food in that the gastric hunger contractions are inhibited and a feeling of satiation is evoked.,weepiness,mental_illness,1943.0,,0.9999999403953552,0
